qid,query,pid_i,passage_i,score_i,pid_j,passage_j,score_j,g_score,correct_pref
1097023,how many inches are in a yard and what is,7447712,"Quick Answer. There are 36 inches in 1 yard, which is equal to 3 feet. A yard was once believed to be the length of the average stride. The inch represents 1/12 foot. The inch is an English word that derives from the Latin word uncia, which means one-twelfth. Continue Reading",0.9710158235630606,6331572,"It’s a mile. Also 1609.344 meters exactly (since the mile and foot are now defined in terms of the meter, and a foot is 0.3048 meters exactly). A yard is 0.9144 m exactly. The easiest number to memorize is centimeters to inches, which is 2.54 cm per inch, exactly.",0.5855126806488636,0.3855031429141969,1
1097999,how long is a chinese visa valid,7373194,"You can apply your chinese visa within 90 days from entry date. The best time to apply for your Chinese visa is 30-60 days before your departure. How long is the visa valid for? A single entry Chinese visa is valid for 10 years from issuance for US passport. How long is I can stay in China? The duration of stay is specified on the Chinese visa. Duration of stay for regular China tourist or business visa is 30 days from the date of your entrance. However, duration of stay for 60 or 90 days are also available upon request.",0.9936114320586122,6552194,"China travel Visa (L Visa) is issued to those who intend to go to China as a tourist. Normally, for the tourist proposal, Chinese government will give you 30 days stay.If you enter China with tourist L visa, we can help you extend it once in shanghai, maximum for 30 days.If your L visa is issued at the Chinese Embassy or Consulate, the visa should be in light green color, on the right top of the visa is the National Emblem of China (Click to see the sample).ou have China L Visa now, Want to get 1 month L visa extension. L1. You have China X or Z Visa now, stop working (or studying), Want to change it to 1 month with no entry nonrenewable Stay Permit (Humanity). You can check other China visa services at right side menu.",0.8915974981547298,0.1020139339038824,1
1099451,as scarce as hen's teeth meaning,7254297,"Scarce as hen's teeth definition: extremely rare | Meaning, pronunciation, translations and examples English Dictionary | Thesaurus | Translator | Grammar | Scrabble | Blog English",0.9999972892370376,4126787,"Description. Tartar, also called calculus, is a hard mineral substance that binds to the teeth. Tartar collects on tooth surfaces, including between teeth, as well as at or beneath the gum line.Although tartar can develop at all ages, it becomes more common as children age.hen not properly removed by brushing and flossing, plaque mixes with minerals naturally found in saliva and hardens to form a cement-like shell. As tartar builds on the tooth surface, it creates more surface area to which plaque may cling, aggravating the problem.",0.7179401995256152,0.2820570897114225,1
1100010,hemelse modder,7201930,Hemelse Modder Hemelse Modder Hemelse Modder is the name of a heavenly chocolate dessert but also of a restaurant with a beautiful terrace in the old centre of the city. The restaurant is simply decorated inside with wooden tables and chairs and a wooden floor. The cooking here has been highly regarded for decades.,0.9735094100293652,1271257,"How to become a modder on Xbox 360? I wanna become amodder on Xbox 360, I've met a few modders and seen what they can do and it seems pretty fun.ow to become a modder on Xbox 360? I wanna become amodder on Xbox 360, I've met a few modders and seen what they can do and it seems pretty fun.",0.4204259574691434,0.5530834525602216,1
1101721,amount of db loss allowed in single mode cable,7636772,"A total fiber loss calculation is made based on the distance x the loss factor. Distance in this case the total length of the fiber cable, not just the map distance. • Type of fiber – Most single mode fibers have a loss factor of between 0.25 (@ 1550nm) and 0.35 (@ 1310nm) dB/km. Multimode fibers have a loss factor of about 2.5 (@. 850nm) and 0.8 (@ 1300nm) dB/km.",0.9979512504776452,2394130,"Single-mode fiber has a much smaller core than multimode. The small core and single light-wave virtually eliminate any distortion that could result from overlapping light pulses, providing the least signal attenuation and the highest transmission speeds of any fiber cable type.",0.8738263328660936,0.1241249176115516,1
1101871,william jones npi number,7497322,"Profile of William Jones, D.O. (NPI # 1366464596) Detailed, comprehensive, open, and free profile of William Jones, D.O. (NPI # 1366464596), including affiliations, publications, patient care statistics, services and procedures provided, drug prescribing statistics, and open payments received.",0.9999704917287928,4670673,"The NPI number for Dr. Daniel Han, MD is 1831192301. Based on a NPI lookup from the NPI registry (NPPES), this provider holds a license number 242910 (Massachusetts). Based on Medicare data from 2014, the provider did accept the Medicare approved amount as payment in full.",0.3272685932594531,0.6727018984693396,1
133977,definition of dignity for kids,7993331,"Full Definition of DIGNITY. 1. : the quality or state of being worthy, honored, or esteemed. 2. a: high rank, office, or position b: a legal title of nobility or honor.3. archaic: dignitary. 4. : formal reserve or seriousness of manner, appearance, or language. See dignity defined for English-language learners.. : the quality or state of being worthy, honored, or esteemed. 2. a: high rank, office, or position b: a legal title of nobility or honor. 3. archaic: dignitary. 4. : formal reserve or seriousness of manner, appearance, or language. See dignity defined for English-language learners.",0.9652197342845638,6306512,Definition of ROYAL JELLY. : a highly nutritious secretion of the pharyngeal glands of the honeybee that is fed to the very young larvae in a colony and to all queen larvae. See royal jelly defined for kids.,0.3457888172900378,0.6194309169945259,1
134239,definition of electric field,7786934,Electric field is defined as the electric force per unit charge. The direction of the field is taken to be the direction of the force it would exert on a positive test charge. The electric field is radially outward from a positive charge and radially in toward a negative point charge.,0.9871692702630456,6743982,"In any electric motor, operation is based on simple electromagnetism. A current-carrying conductor generates a magnetic field; when this is then placed in an external magnetic field, it will experience a force proportional to the current in the conductor, and to the strength of the external magnetic field.",0.1711155650030039,0.8160537052600416,1
153794,"distance in miles pittsburgh, pa to new york",7348274,"Distance from Pittsburgh, PA to New York, NY. The total distance from Pittsburgh, PA to New York, NY is 316 miles. This is equivalent to 508 kilometers or 274 nautical miles. Your trip begins in Pittsburgh, Pennsylvania. It ends in New York, New York. Your flight direction from Pittsburgh, PA to New York, NY is East (85 degrees from North).",0.9963343922985818,3401219,"Distance from Philadelphia, PA to Nashville, TN. The total distance from Philadelphia, PA to Nashville, TN is 685 miles. This is equivalent to 1 102 kilometers or 595 nautical miles. Your trip begins in Philadelphia, Pennsylvania. It ends in Nashville, Tennessee. Your flight direction from Philadelphia, PA to Nashville, TN is West (-109 degrees from North). The distance calculator helps you figure out how far it is to fly from Philadelphia, PA to Nashville, TN. It does this by computing the straight line flying distance (as the crow flies).",0.8733493771557851,0.1229850151427967,1
170982,does risperidone cause weight gain,7668448,"Besides weight gain, risperidone use may cause nausea, headaches, a runny nose, unexpected sleepiness, fatigue, blurry vision, vomiting, cough, drooling, abdominal pain, rashes, anxiety, constipation, difficulty urinating, a dry mouth and a sharp decrease in your sex drive as well as an inability to achieve orgasm.isperidone and Weight. Risperidone does not induce weight loss; by contrast, risperidone use is associated with an increase in appetite, a rise in blood cholesterol levels and potentially significant weight gain in up to 5 percent of its users.",0.9999129529387256,6762027,"Women's health. Most people put on weight because they eat and drink more calories than they burn through everyday movement and body functions. But in some cases, your weight gain may be due to an underlying health condition. Here are nine medical issues that can cause weight gain.",0.5135535020175137,0.4863594509212118,1
185879,fec independent expenditure definition,4846315,"The Code of Federal Regulations defined independent expenditure as an expenditure for a communication expressly advocating the election or defeat of a clearly identified candidate that is not made in cooperation, consultation, or concert with, or at the request or suggestion of, a candidate, a candidate’s authorized committee, or their agents, or a ...",0.9965973333695368,4968787,"1 points. Save. If a capital expenditure is treated as a revenue expenditure, then. expenses are overstated and owners' equity is understated. expenses are overstated and assets are overstated. expenses are understated and owners' equity is overstated. net income is overstated and owners' equity is understated.",0.28073157217461,0.7158657611949266,1
187186,fingers carpal tunnel symptoms,7390692,"Symptoms of carpal tunnel syndrome may include: Numbness, tingling, burning, and pain—primarily in the thumb and index, middle, and ring fingers; Occasional shock-like sensations that radiate to the thumb and index, middle, and ring fingers; Pain or tingling that may travel up the forearm toward the shoulder",0.9678308411341128,2643304,"Finger, hand, or wrist problems may be caused by an injury. If you think an injury caused your problem, see the topic Finger, Hand, and Wrist Injuries. But there are many other causes of finger, hand, or wrist problems. Carpal tunnel syndrome is caused by pressure on a nerve (median nerve) in the wrist. The symptoms include tingling, numbness, weakness, or pain of the fingers and hand.",0.7540581886198049,0.213772652514308,1
196250,government of canada logo,8001619,"Established in 1980, the Canada wordmark is essentially a logo for the government of Canada: it consists of the word Canada written in a serif font, a modified version of Baskerville, with a Canadian flag over the final 'a'.",0.9997973299014336,1544290,"It is not known why Fabio Taglioni abandoned his use of the logo, but it is assumed that it was due to a gentlemen agreement to allow Ferrari sole use of the brand logo. The prancing horse is now the trademark logo for Ferrari automobiles.",0.1988675167182331,0.8009298131832006,1
200062,health services administration salary,7881863,"How much does a Health Services Administrator make in Seattle?The average Health Services Administrator salary is $80,000. In Seattle, a Health Services Administrator can make $61,626, which is 23% lower than the national median. Filter by location to see Health Services Administrator salaries in your area.",0.9801938451134524,707429,"Occupational Health & Safety Salary. Occupational Health & Safety average salary is $38,701, median salary is $36,500 with a salary range from $31,200 to $48,402.Occupational Health & Safety salaries are collected from government agencies and companies.ach salary is associated with a real job position. Occupational Health & Safety salary statistics is not exclusive and is for reference only. They are presented as is and updated regularly.",0.1904240336436762,0.7897698114697762,1
23285,are land grading costs deductible,7373976,"Reform Act of 1986), the Congress provided an election similar to the § 175. election to taxpayers in the business of farming who incurred costs in the “clearing. of land.” If costs were incurred to clear land to make that land “suitable for use in. farming,” a taxpayer could elect to currently deduct those costs.",0.98522062350157,1774978,"The scheme stretches along the valley, incorporating drainage, sewerage systems and land re-grading. Boscastle car park has been raised in height, which will stop the river from bursting its banks so easily. New drains allow water to run into the lower section of the river quickly.",0.55264634035446,0.4325742831471101,1
244011,how long do I bake skinless seared chicken breast at 350,1308535,"Bake for a short time at a high temperature. Baking for 30 minutes at 350 degrees will yield dry meat. But baking for just 20 minutes at 450 degrees will result in delightfully juicy baked chicken breast, every time.",0.8883404267280268,6292537,"How long should a chicken be baked in the oven? The amount of time needed to bake a whole chicken depends on the temperature of the oven and the size of the chicken. For example, at 375 degrees Fahrenheit, a 3-pound chicken takes 1 to 1 1/4 hours to cook.",0.1851945857222151,0.7031458410058118,1
275355,how many best western points for free night,7451398,"Free nights range from 8,000 to 36,000 points, depending on the month, property and location. Best Western Rewards members must have the necessary number of points to complete a free night based on the hotel’s individual point tier level.",0.9999084768722132,4199929,Free parking. Pet-friendly hotel - $10 per night fee for each pet - $100 maximum per stay fee for each pet.,0.4052133467600356,0.5946951301121777,1
276208,how many calories burn during swimming,3551563,"Based on the the list of 16 swimming activities, shown below, the average calories burned for an average male, weighing 190 pounds (86 kg) is 328 Calories for 30 minutes of swimming. The average burnt for an average female, weighing 163 pounds (74 kg) is 282 Calories for 30 minutes of swimming.",0.9333322374768056,6429186,"Also, the more you weigh, the more calories you’ll burn doing the same activity. For example, a 155-pound person will burn 422 calories in an hour of aerobics, while a 130-pound person will burn 354 calories.",0.3156420270625134,0.6176902104142922,1
276338,how many calories do you burn by dancing?,7316160,"You can burn 105-620 calories dancing for 30 minutes. It depends on how much you weigh, how hard you work, the type of dance, and the number of breaks you take. Below is a general estimate of how many calories you can burn during 30 minutes of various types of dance.",0.9971262087152094,7341352,"Calories Burned - Marching (band) 0SHARES. Find out how many calories you burn for Marching (band). The number of calories you burn while exercising is dependent on the exercise you do, your weight, and the time spent doing the exercise. Use the calories burned calculator below to see how many calories you burned during your workout. Calculate. › Calories Burned: 46.",0.8820546268043055,0.1150715819109039,1
277556,how many calories in mahi mahi,3655235,"A 3-ounce serving of mahi mahi has 93 calories, almost all of which come from the 20.2 grams of protein it contains. Mahi mahi isn't a significant source of carbohydrates, and it contains only 0.8 grams of fat per serving. If you use oil to grill your mahi mahi, this will increase the fat and calorie content. For example, a teaspoon of olive oil contains 40 calories and 4.5 grams of fat.",0.9902517844442608,1078076,"Using the above example, 800 calories of carbohydrates divided by 4 calories per gram equals 200 grams carbohydrates for the day. Similarly, 320 calories of protein (divided by 4) is 80 grams protein, and 480 calories of fat (divided by 9 calories per gram) is 53 grams fat daily.o break this down into calories, 50 percent of 1600 is 800 calories carbohydrates, 20 percent is 320 calories, and 30 percent is about 480 calories.",0.4079007589263295,0.5823510255179314,1
278542,how many carbs in a quest bar,7602289,There are 190 calories in 1 bar (2.1 oz) of Quest Cookies & Cream Protein Bar. You'd need to walk 50 minutes to burn 190 calories. Visit CalorieKing to see calorie count and nutrient data for all portion sizes. apps Tools & More help Support,0.9983606619046276,4764850,"Quest Diagnostics Locations, Interactive Maps, Phone, Website and More. Quest Diagnostics is a Madison, New Jersey based company that provides clinical laboratory services - namely, lab tests. There are Quest Diagnostics labs in all 50 US states, as well as Brazil, the UK, Mexico, India, and Puerto Rico. Quest Diagnostics is an S&P 500 and Fortune 500 company; it's listed on the New York Stock Exchange as DGX. There are over 2,000 Quest Diagnostics labs, employing over 43,000 technicians altogether.",0.3090236973099698,0.6893369645946577,1
29612,auger defined,7725919,"auger. 1  to dig in order to get the shape of a trough. 2  to bend a piece of flat iron into the shape of a gutter, of an eavestrough.",0.9725777777992936,466404,"Cash balance plans are defined benefit plans that in many ways resemble defined contribution plans. Like defined benefit plans, they are obligated to pay you a specified amount at retirement, and are insured by the federal government.",0.3139579185194876,0.6586198592798059,1
307521,how much do target cashiers make,7320544,"How much do Target employees make an hour? A: As of December, 2014, different hourly rates for Target employees include cashiers at $8.65, team leaders at $15.35 and sales floor team members at $8.88. These numbers are only averages, as the actual pay-per-hour is dependent on a number of different variables, including location and experience. Continue Reading.",0.9746182915120164,1625478,"For a probationary period of sixty days, the minimum wage for a 48 hour week was set at $18.00 for waitresses and $20.00 for cashiers. On completion of the probationary period, the rate was increased to $21.00 for waitresses and $23.00 for cashiers.n 1 October 1982, a new Minimum Wage Order came into effect and the rates are as follows: $3.75 per hour for all persons eighteen years of age and over; and $3.00 per hour for all persons under eighteen years of age.",0.469742748307089,0.5048755432049274,1
319564,how much fiber is in carrots,7073381,"5. Cooked Carrots. Adding cooked carrots to your meals is a great way to increase fiber in your diet. One cup of cooked carrots will yield approximately 5.22 grams of fiber, and a touch of brown sugar makes them delicious. 6. Broccoli. Broccoli is another vegetable that will give you a good amount of fiber.",0.9428031699798124,424015,"This may be why soluble fiber helps to lower cholesterol levels (and decreases the risk of heart disease). Soluble fiber is also found in oats and oat bran, barley, brown rice, beans, apples, carrots, and most other fruits and vegetables.",0.4214788703125622,0.52132429966725,1
339981,how soon to plant after using roundup,7691162,"He told her to apply the. product to the unwanted plants according to the label directions, and she should start to see. results within a couple of days. The next day Julia sprayed the weeds with Roundup. After a few days Julia was thrilled to see. the weeds begin to wither and lose their green color. However, she began to wonder what this. meant for desirable plants nearby, and the vegetables she would soon plant in the soil.",0.9666304606013306,8356620,"When to Plant Bulbs. Is it too late to plant bulbs? Here is how you know: When is it too late to plant bulbs? The main thing you need know about when to plant bulbs is that you can plant bulbs until the ground if frozen. Frost does not make a difference in when to plant spring bulbs. Frost mostly affects plants above the ground, not those below the ground. That being said, your bulbs will perform better in the spring if they have a few weeks to establish themselves in the ground.",0.1901699385258721,0.7764605220754586,1
392393,ignis price in india,1824038,"However, this Maruti Suzuki Mini SUV has also come to India! The Maruti Ignis price range is INR 4.59-7.80 Lakh. Read on to find more on Maruti Ignis Price in India, mileage and specifications of the new Maruti Mini SUV 2016-17. Also See- Maruti Ignis Test Drive Review.",0.981611720174581,5139932,Onroad and ex showroom price of Yamaha Fascino. Given below is the price list of Fascino in major cities of India. The price given is for the base model of Yamaha Fascino.,0.3079654077495382,0.6736463124250428,1
400692,is a presynaptic neuron is stimulated,7430503,"Transmission of action potentials across electric and chemical synapses. In both cases, the presynaptic neuron was stimulated and the membrane potential was measured in both the presynaptic and postsynaptic cells (see Figure 21-7a).",0.989372713130046,5405057,"Presynaptic neurons are the neurons that conduct the AP to release a neurotransmitter and they affect the postsynaptic neurons. What ALWAYS causes a neuron to release any neurotransmitter (whether it is excitatory or inhibitory) is an action potential.ction of Inhibitory Neurotransmitters. If an action potential goes down the synaptic knob of another neuron and releases an inhibitory neurotransmitter, it’s going to be activating specifically different receptor sites on the cell membrane of the postsynaptic cell.",0.8706135876105477,0.1187591255194981,1
404202,is betadine and iodine the same,7584372,"The difference between Betadine and Iodine, basically, stems from their chemical nature. Iodine is a rare element that usually exists as a diatomic molecule. Betadine is a complex chemical compound containing iodine in a complex form.",0.9999850109060836,6907196,"Iodine is not usually considered to be an allergen, but some people are hypersensitive to it, and they may be considered to have an iodine allergy. Iodine is a common element found in the human body. Reactions to iodine are extremely rare, but can be fatal when they do happen. Medical uses of iodine are on the rise, especially in radiocontrast agents used to improve X-rays. Reactions have been more common in recent years.",0.4284373537732637,0.5715476571328197,1
407131,is copper one of the metals needed by human body,7408112,"Copper is one of the elements that is essential to life in tiny amounts (often referred to as trace elements), although larger amounts can be toxic. About 0.0004 percent of the weight of the human body is copper. It can be found in such foods as liver, shellfish, nuts, raisins, and dried beans.",0.9564646155325768,5697632,"Thermal conductor. Copper is a good conductor of heat. This means that if you heat one end of a piece of copper, the other end will quickly reach the same temperature. Most metals are pretty good conductors; however, apart from silver, copper is the best.",0.4135767101525321,0.5428879053800447,1
408427,is distance mm,7570419,A millimeter is a unit of Length or Distance in the Metric System. The symbol for millimeter is mm. There are 10 millimeters in a centimeter. The International spelling for this unit is millimetre. A centimeter is a unit of Length or Distance in the Metric System.,0.9824610726625972,5995438,"Caliper with graduated bow 0–10 mm. A caliper (British spelling also calliper, or in plurale tantum sense a pair of calipers) is a device used to measure the distance between two opposite sides of an object. A caliper can be as simple as a compass with inward or outward-facing points.",0.7713055979691499,0.2111554746934472,1
420673,is peppermint good for diarrhea,3222326,"Peppermint (Mentha piperita), a popular flavoring for gum, toothpaste, and tea, is also used to soothe an upset stomach or to aid digestion. It has a calming and numbing effect, and is often used to treat headaches, skin irritation, nausea, diarrhea, menstrual cramps, flatulence, and anxiety associated with depression.",0.972137498748638,1704945,Peppermint oil is derived from the peppermint plant -- a cross between water mint and spearmint -- that thrives in Europe and North America. Peppermint oil is commonly used as flavoring in foods and beverages and as a fragrance in soaps and cosmetics. Peppermint oil also is used for a variety of health conditions and can be taken orally in dietary supplements or topically as a skin cream or ointment. Some evidence suggests that peppermint oil may help relieve symptoms of irritable bowel syndrome and indigestion.,0.7428990192851397,0.2292384794634983,1
422955,is sadie a nickname,7576731,"The meaning of the name Sadie is Princess. The origin of the name Sadie is English. This is the culture in which the name originated, or in the case of a word, the language. The name Sadie was originally a nickname for the name Sarah. Sadie Hawkins is a musician and singer as is Sadie Ama. Sarah Louise Delany (known as Sadie) was a civil rights activist and Sadie Tanner Mossell Alexander was the first woman of African American descent to get her PhD.",0.9849198739474582,7703181,"Best Answer: It was common in the Middle Ages to exchange Ps for Ms in nicknames. Thus Mary or Molly was transformed into Polly. The same exchange can be seen with Peggy or Peg, a common nickname for Margaret (via Meg.) So could be a nickname for Mary or for Pollyanna or simply just a name by itself.",0.3792480484182291,0.605671825529229,1
423608,is shawshank redemption on netflix,7443091,"The Shawshank Redemption (1994) on Netflix. Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",0.9999763180327,500775,"Download the free Netflix app and instantly watch TV shows & movies streaming from Netflix-It's part of your Netflix streaming unlimited membership. Not a Netflix member?Start your FREE trial today. - Watch what you want, when you want.ownload the free Netflix app and instantly watch TV shows & movies streaming from Netflix-It's part of your Netflix streaming unlimited membership. Not a Netflix member?",0.2803240424469151,0.7196522755857849,1
440802,list of foods that cause diarrhea,7576706,"Those sulfur-including foods can lead to diarrhea at some cases. The foods like onions, garlic, broccoli, cabbage, and cauliflower have amounts of insoluble fiber which is a main cause of diarrhea and gas within the gastrointestinal system.",0.8931671815950892,4854755,"Doctors don't understand what causes diarrhea to occur in IBS patients, but some people notice that diarrhea strikes when they feel stressed or anxious. Others notice a pattern of diarrhea following certain foods.",0.1653230068779836,0.7278441747171056,1
45924,average temperatures las vegas by month,5167800,1 Average High Temperature in November in Las Vegas: 67 F (19.4 C). 2  Average Low Temperature in November in Las Vegas: 42 F (5.5 C). 3  Average Rainfall in November in Las Vegas: .43”. 4  Average Humidity in November in Las Vegas: 31%.,0.8154198431860801,2622356,"Our cost of living indices are based on a US average of 100. An amount below 100 means Las Vegas, Nevada is cheaper than the US average. A cost of living index above 100 means Las Vegas, Nevada is more expensive.",0.1912549505156301,0.62416489267045,1
489257,rigorous testing definition,7694872,rigorous adjective (CAREFUL) › approving careful to look at or consider every part of something to make certain it is correct or safe: rigorous testing/checking/methods.,0.9998972546817724,5806505,"DEFINITION of 'Market Research'. The process of assessing the viability of a new product or service through techniques such as surveys, product testing and focus groups. Market research allows a company to discover who their target market is and what these consumers think about a product or service before it becomes available to the public.",0.386069212662171,0.6138280420196014,1
505152,suicide squad squad cast,7572869,"Cast of Suicide Squad at the 2016 San Diego Comic-Con International. From left to right: Will Smith, Margot Robbie, Jared Leto, Viola Davis, Joel Kinnaman, Scott Eastwood, Adewale Akinnuoye-Agbaje, Jai Courtney, Jay Hernandez, Cara Delevingne, and Adam Beach",0.9917585669334896,4733222,"Trivia. 1  Her name is a pun on the word polygraph, which is a lie detector. 2  One of her hobbies is learning to speak pigeon, though she's not very good at it. 3  During the Odd Squad Movie, it is shown that Polly houses the entrance to a secret underground passage to the Odd Squad Headquarters that was dug by Ms.  O.",0.128862788429357,0.8628957785041326,1
508316,symptoms of ocd,7559425,What Are the Signs of OCD? The symptoms of OCD include both obsessive and compulsive behaviors. Signs of obsession include: Repeated unwanted ideas; Fear of contamination; Aggressive impulses; Persistent sexual thoughts; Images of hurting someone you love; Thoughts that you might cause others harm; Thoughts that you might be harmed; Signs of compulsion include:,0.9736916782662102,2046910,"But if they're bipolar, in midrange and part of the 15% to 20% with OCD, then their obsessions or compulsions won't likely be absent. In other words, when bipolar symptoms are in remission and/or being well controlled through appropriate treatment, symptoms of OCD will likely still persist.",0.282019855752934,0.6916718225132761,1
521851,"title character in mt, robot",7697353,ROOT OF THE TITLE: Mirroring. eps1.8_m1rr0r1ng.qt EPISODE SUMMARY: Elliot realizes that he is Mr. Robot and Christian Slater's character is just a projection of his father. Angela gets an offer to join E-Corp and give up her principles.,0.9358039677602128,4154854,"The primary character in Limbo is a nameless boy, who awakens in the middle of a forest on the  edge of hell  (the game's title is taken from the Latin limbus, meaning edge).While seeking his missing elder sister, he encounters only a few human characters who either attack him, run away, or are dead.he primary character in Limbo is a nameless boy, who awakens in the middle of a forest on the  edge of hell  (the game's title is taken from the Latin limbus, meaning edge).",0.312176166263454,0.6236278014967588,1
525868,two rivers supervisory union,7633123,"Message this Page, learn about upcoming events and more. Two Rivers Supervisory Union located in Ludlow, VT serves the towns of Andover, Baltimore, Cavendish, Chester, Ludlow, Mount Holly and Plymouth,VT. 128 people like this and 132 people follow this.",0.9999996893542218,4241268,"It was the two rivers that became the basis upon which the wealth of the region. The valley between the Tigris and the Euphrates River was known as the land between the rivers in Greek. Ancient Mesopotamia consists of current day Assyria, Akkad, and Sumer.",0.509109348755258,0.4908903405989637,1
548099,wellcare mike vice president,7538554,"Mike joined WellCare in May 2005. Before assuming his current position, he served as vice president of corporate initiatives and strategy. He also held positions as senior director of health plan finance, director of health plan operations and director of health business planning and analytics.",0.9999729215827408,1761359,"Mike Trout Quits Focus on the Family. James Dobson's co-host of 15 years cites personal reasons for abrupt departure. Mike Trout, for 15 years co-host of Focus on the Family with Dr. James Dobson, abruptly resigned from his position as senior vice president of broadcasting for the popular ministry organization.",0.4821312564753259,0.5178416651074149,1
556952,what are comps?,7614653,"“Comps,” or comparable sales, is a term anyone on either side of a real estate transaction should know well. It refers to homes located in the same area and very similar in size, condition and features as the home you are trying to buy or sell. Buyers look at comps when deciding what price to offer on a home, and sellers use them to figure out how to best price their home for the market. Real estate agents look at comps all day long as a way to keep on top of their local market.",0.9365115674326058,5405206,"With resistors many think carbon comps are required for true mojo, especially as plate loads. Others discount the mojo factor completely and go with metal film as the most stable and quiet in operation. While others split the difference and use carbon film for some of the mojo with better stability and quieter operation.",0.2630794586016607,0.673432108830945,1
559009,what are foragers,2587289,"(Redirected from Foragers) A hunter-gatherer is a human living in a society in which most or all food is obtained by foraging (collecting wild plants and pursuing wild animals), in contrast to agricultural societies, which rely mainly on domesticated species.",0.9972669980543096,2037227,"Cool Facts. 1  Those raggedy figures out in cornfields may be called scare-crows, but grackles are the #1 threat to corn. They eat ripening corn as well as corn sprouts, and their habit of foraging in big flocks means they have a multimillion dollar impact. 2  Common Grackles are resourceful foragers.",0.3240460246299674,0.6732209734243424,1
559709,what are guitar plectrums,7647465,here is a mixture of popular picks and obscure but interesting ones that will help you decide on which plectrum to pick plectrum is a generic label for flat tools that are used to strum or pluck stringed instruments note that the correct plural for plectrum is plectra but many still refer to them as plectrums to reduce the confusion guitarists refer to guitar plectrums as guitar picks the plectra we featured comes in various sizes and shapes so it will do you well to check available sizes and shapes that fit your needs,0.9966481613077336,1196170,"Watch more How to Play Guitar videos: http://www.howcast.com/videos/434538-... An electric guitar differs from an acoustic guitar because it has something called pickups. In this video, you'll learn about the sounds you can make using the pickup selector.You'll also learn about the tone knob.Okay, so this is an electric guitar, a little different than an acoustic guitar.atch more How to Play Guitar videos: http://www.howcast.com/videos/434538-... An electric guitar differs from an acoustic guitar because it has something called pickups. In this video, you'll learn about the sounds you can make using the pickup selector.",0.5113130061602852,0.4853351551474483,1
563359,what are platitudes,4794763,"A platitude is a trite, meaningless, or prosaic statement, generally directed at quelling social, emotional, or cognitive unease. The word derives from plat, French word for flat.. Platitudes are geared towards presenting a shallow, unifying wisdom over a difficult topic.",0.9505742408467048,4408041,"L.A. needs fewer platitudes and more action on port air pollution The Times Editorial Board When Port of Los Angeles leaders approved the environmental impact report for the China Shipping company's terminal in 2008, the Harbor Commission chairman at the time boasted that the project would be among the cleanest and greenest terminals in the...",0.0529590568374687,0.8976151840092361,1
565231,what are some causes of vertigo,7642015,"Vertigo is a sensation of spinning - a specific kind of dizziness.1,2. The dizziness that defines vertigo has one of two causes - disturbance in either the balance organs of the inner ear, or parts of the brain or sensory nerve pathways. Peripheral vertigo collectively refers to vertigo caused by inner ear problems.",0.521497763622058,1432845,"Benign paroxysmal positional vertigo (BPPV). This is one of the most common causes of vertigo. It can occur during specific head movements, while standing up or bending over, crossing the road, or turning in bed. BPPV involves short, intense, recurrent attacks of vertigo (usually lasting a few seconds to a few minutes).he most common causes include: 1  benign paroxysmal positional vertigo (BPPV). 2  head injury. 3  labyrinthitis. 4  vestibular neuronitis. 5  Meniere'ménière s. 6  disease taking certain types of.  medication",0.7623201649023068,-0.2408224012802488,0
569674,what are the factors in a marketing mix?,7424207,"The marketing mix is a business tool used in marketing and by marketers. The marketing mix is often crucial when determining a product or brand's offer, and is often associated with the four P's: price, product, promotion, and place.In service marketing, however, the four Ps are expanded to the seven P's or Seven P's to address the different nature of services.he term  marketing-mix was first coined by Neil Borden, the president of the American Marketing Association in 1953.",0.9480672742463064,6181881,"To figure this out, you need to consider the context in which your audience will view the content and then use that to alter the content accordingly. In short, you need a content marketing channel plan that considers these seven factors:1  Situational analysis.. This is where you map objectives of the marketing channels to the engagement cycle (remember these are tightly woven with your ultimate goals). And it’s perfectly okay if a channel only “contributes” to another channel.",0.7086023392633701,0.2394649349829363,1
583766,what cause elevated liver enzymes,7547624,"Causes. Many diseases and conditions can contribute to elevated liver enzymes. Your doctor determines the specific cause of your elevated liver enzymes by reviewing your medications, your signs and symptoms and, in some cases, other tests and procedures. More common causes of elevated liver enzymes include: 1  Certain prescription medications, including statin drugs used to control cholesterol. 2  Drinking alcohol. 3  Heart failure. 4  Hepatitis A. 5  Hepatitis B. 6  Hepatitis C.",0.9169296281587108,1775988,"The most common causes of elevated liver enzymes are: • Fatty liver which is due to poor diet = consumption of excess dietary carbohydrates, lack of raw vegetables and fruits and lack of first class protein. • Liver inflammation due to excess alcohol. • Liver inflammation due to recreational drug use.",0.9094700187484211,0.0074596094102895,1
